"","date","MTR_NUMBER","conload","imp"
"3239",2021-07-25,"UST 0000712",624,10.09
"3240",2021-07-25,"UST 0000713",624,9.28
"3241",2021-07-25,"UST 0002019",624,8.8
"3242",2021-07-25,"UST 0002020",624,8.92
"3243",2021-07-25,"UST 0002021",NA,177.29
"3244",2021-07-26,"USS 0004903",192,3.42
"3245",2021-07-26,"USS 0004927",192,3.33
"3246",2021-07-26,"USS 0004949",192,3.3
"3247",2021-07-26,"USS 0004966",192,2.69
"3248",2021-07-26,"USS 0005019",288,2.32
"3249",2021-07-26,"USS 0008953",288,4.92
"3250",2021-07-26,"USS 0008983",288,4.8
"3251",2021-07-26,"USS 0009044",288,3.68
"3252",2021-07-26,"USS 0009063",288,2.77
"3253",2021-07-26,"USS 0009067",288,2.87
"3254",2021-07-26,"USS 0009070",288,1.11
"3255",2021-07-26,"USS 0009072",288,2.15
"3256",2021-07-26,"USS 0009073",288,2.68
"3257",2021-07-26,"USS 0009074",288,2.62
"3258",2021-07-26,"USS 0009075",288,2.25
"3259",2021-07-26,"USS 0009076",288,3.02
"3260",2021-07-26,"USS 0015695",288,1.19
"3261",2021-07-26,"USS 0017113",96,1.26
"3262",2021-07-26,"USS 0017137",384,0
"3263",2021-07-26,"USS 0017138",288,2.71
"3264",2021-07-26,"USS 0020686",96,0.38
"3265",2021-07-26,"USS 0020707",384,17.44
"3266",2021-07-26,"UST 0000711",624,10.08
"3267",2021-07-26,"UST 0000712",624,9.97
"3268",2021-07-26,"UST 0000713",624,9.28
"3269",2021-07-26,"UST 0002019",624,8.87
"3270",2021-07-26,"UST 0002020",624,8.81
"3271",2021-07-26,"UST 0002021",NA,158.71
"3272",2021-07-27,"USS 0004903",192,3.48
"3273",2021-07-27,"USS 0004927",192,2.74
"3274",2021-07-27,"USS 0004949",192,3.16
"3275",2021-07-27,"USS 0004966",192,2.16
"3276",2021-07-27,"USS 0005019",288,1.56
"3277",2021-07-27,"USS 0008953",288,4.66
"3278",2021-07-27,"USS 0008983",288,5.37
"3279",2021-07-27,"USS 0009044",288,3.12
"3280",2021-07-27,"USS 0009063",288,2.57
"3281",2021-07-27,"USS 0009067",288,2.2
"3282",2021-07-27,"USS 0009070",288,1.35
"3283",2021-07-27,"USS 0009072",288,2.14
"3284",2021-07-27,"USS 0009073",288,2.67
"3285",2021-07-27,"USS 0009074",288,2.79
"3286",2021-07-27,"USS 0009075",288,2.25
"3287",2021-07-27,"USS 0009076",288,2.84
"3288",2021-07-27,"USS 0015695",288,1.03
"3289",2021-07-27,"USS 0017113",96,1.52
"3290",2021-07-27,"USS 0017137",384,0
"3291",2021-07-27,"USS 0017138",288,2.73
"3292",2021-07-27,"USS 0020686",96,0.57
"3293",2021-07-27,"USS 0020707",384,16.14
"3294",2021-07-27,"UST 0000711",624,9.62
"3295",2021-07-27,"UST 0000712",624,10.12
"3296",2021-07-27,"UST 0000713",624,9.26
"3297",2021-07-27,"UST 0002019",624,8.77
"3298",2021-07-27,"UST 0002020",624,8.89
"3299",2021-07-27,"UST 0002021",NA,162.31
"3300",2021-07-28,"USS 0004903",192,3.36
"3301",2021-07-28,"USS 0004927",192,4.3
"3302",2021-07-28,"USS 0004949",192,3.68
"3303",2021-07-28,"USS 0004966",192,2.36
"3304",2021-07-28,"USS 0005019",288,1.84
"3305",2021-07-28,"USS 0008953",288,4.21
"3306",2021-07-28,"USS 0008983",288,4.16
"3307",2021-07-28,"USS 0009044",288,2.56
"3308",2021-07-28,"USS 0009063",288,2.39
"3309",2021-07-28,"USS 0009067",288,2.64
"3310",2021-07-28,"USS 0009070",288,1.26
"3311",2021-07-28,"USS 0009072",288,2.13
"3312",2021-07-28,"USS 0009073",288,2.67
"3313",2021-07-28,"USS 0009074",288,2.67
"3314",2021-07-28,"USS 0009075",288,2.24
"3315",2021-07-28,"USS 0009076",288,2.88
"3316",2021-07-28,"USS 0015695",288,1.31
"3317",2021-07-28,"USS 0017113",96,1.11
"3318",2021-07-28,"USS 0017137",384,0
"3319",2021-07-28,"USS 0017138",288,2.2
"3320",2021-07-28,"USS 0020686",96,0.62
"3321",2021-07-28,"USS 0020707",384,16.77
"3322",2021-07-28,"UST 0000711",624,9.59
"3323",2021-07-28,"UST 0000712",624,9.95
"3324",2021-07-28,"UST 0000713",624,9.25
"3325",2021-07-28,"UST 0002019",624,8.8
"3326",2021-07-28,"UST 0002020",624,8.81
"3327",2021-07-28,"UST 0002021",NA,174.44
"3328",2021-07-29,"USS 0004903",192,3.49
"3329",2021-07-29,"USS 0004927",192,3.13
"3330",2021-07-29,"USS 0004949",192,3.55
"3331",2021-07-29,"USS 0004966",192,1.84
"3332",2021-07-29,"USS 0005019",288,4.03
"3333",2021-07-29,"USS 0008953",288,3.98
"3334",2021-07-29,"USS 0008983",288,5.94
"3335",2021-07-29,"USS 0009044",288,4.31
"3336",2021-07-29,"USS 0009063",288,2.04
"3337",2021-07-29,"USS 0009067",288,2.69
"3338",2021-07-29,"USS 0009070",288,1.08
"3339",2021-07-29,"USS 0009072",288,2.15
"3340",2021-07-29,"USS 0009073",288,2.68
"3341",2021-07-29,"USS 0009074",288,2.69
"3342",2021-07-29,"USS 0009075",288,2.26
"3343",2021-07-29,"USS 0009076",288,2.77
"3344",2021-07-29,"USS 0015695",288,1.21
"3345",2021-07-29,"USS 0017113",96,1.11
"3346",2021-07-29,"USS 0017137",384,0
"3347",2021-07-29,"USS 0017138",288,2.03
"3348",2021-07-29,"USS 0020686",96,0.57
"3349",2021-07-29,"USS 0020707",384,15.92
"3350",2021-07-29,"UST 0000711",624,9.02
"3351",2021-07-29,"UST 0000712",624,9.86
"3352",2021-07-29,"UST 0000713",624,9.26
"3353",2021-07-29,"UST 0002019",624,8.82
"3354",2021-07-29,"UST 0002020",624,8.77
"3355",2021-07-29,"UST 0002021",NA,154.91
"3356",2021-07-30,"USS 0004903",192,4.28
"3357",2021-07-30,"USS 0004927",192,2.86
"3358",2021-07-30,"USS 0004949",192,3.26
"3359",2021-07-30,"USS 0004966",192,2.47
"3360",2021-07-30,"USS 0005019",288,1.72
"3361",2021-07-30,"USS 0008953",288,4.36
"3362",2021-07-30,"USS 0008983",288,4.08
"3363",2021-07-30,"USS 0009044",288,2.93
"3364",2021-07-30,"USS 0009063",288,2.37
"3365",2021-07-30,"USS 0009067",288,3.25
"3366",2021-07-30,"USS 0009070",288,1.31
"3367",2021-07-30,"USS 0009072",288,2.26
"3368",2021-07-30,"USS 0009073",288,2.67
"3369",2021-07-30,"USS 0009074",288,2.67
"3370",2021-07-30,"USS 0009075",288,2.25
"3371",2021-07-30,"USS 0009076",288,2.91
"3372",2021-07-30,"USS 0015695",288,1.14
"3373",2021-07-30,"USS 0017113",96,1.36
"3374",2021-07-30,"USS 0017137",384,0
"3375",2021-07-30,"USS 0017138",288,1.5
"3376",2021-07-30,"USS 0020686",96,0.51
"3377",2021-07-30,"USS 0020707",384,15.92
"3378",2021-07-30,"UST 0000711",624,10.05
"3379",2021-07-30,"UST 0000712",624,10.04
"3380",2021-07-30,"UST 0000713",624,9.05
"3381",2021-07-30,"UST 0002019",624,8.86
"3382",2021-07-30,"UST 0002020",624,8.91
"3383",2021-07-30,"UST 0002021",NA,142.45
"3384",2021-07-31,"USS 0004903",192,4.5
"3385",2021-07-31,"USS 0004927",192,3.12
"3386",2021-07-31,"USS 0004949",192,3.6
"3387",2021-07-31,"USS 0004966",192,2.2
"3388",2021-07-31,"USS 0005019",288,3.02
"3389",2021-07-31,"USS 0008953",288,5.2
"3390",2021-07-31,"USS 0008983",288,3.33
"3391",2021-07-31,"USS 0009044",288,3.17
"3392",2021-07-31,"USS 0009063",288,2.24
"3393",2021-07-31,"USS 0009067",288,3.38
"3394",2021-07-31,"USS 0009070",288,1.26
"3395",2021-07-31,"USS 0009072",288,2.15
"3396",2021-07-31,"USS 0009073",288,2.68
"3397",2021-07-31,"USS 0009074",288,2.68
"3398",2021-07-31,"USS 0009075",288,2.27
"3399",2021-07-31,"USS 0009076",288,2.89
"3400",2021-07-31,"USS 0015695",288,1.05
"3401",2021-07-31,"USS 0017113",96,1.53
"3402",2021-07-31,"USS 0017137",384,0
"3403",2021-07-31,"USS 0017138",288,0.13
"3404",2021-07-31,"USS 0020686",96,0.48
"3405",2021-07-31,"USS 0020707",384,16.49
"3406",2021-07-31,"UST 0000711",624,10.57
"3407",2021-07-31,"UST 0000712",624,9.84
"3408",2021-07-31,"UST 0000713",624,9.26
"3409",2021-07-31,"UST 0002019",624,8.79
"3410",2021-07-31,"UST 0002020",624,8.74
"3411",2021-07-31,"UST 0002021",NA,142.26
"3412",2021-08-01,"USS 0004903",192,4.25
"3413",2021-08-01,"USS 0004927",192,3.2
"3414",2021-08-01,"USS 0004949",192,4.21
"3415",2021-08-01,"USS 0004966",192,2.25
"3416",2021-08-01,"USS 0005019",288,1.34
"3417",2021-08-01,"USS 0008953",288,5.56
"3418",2021-08-01,"USS 0008983",288,4.2
"3419",2021-08-01,"USS 0009044",288,4.63
"3420",2021-08-01,"USS 0009063",288,2.02
"3421",2021-08-01,"USS 0009067",288,2.39
"3422",2021-08-01,"USS 0009070",288,1.09
"3423",2021-08-01,"USS 0009072",288,2.16
"3424",2021-08-01,"USS 0009073",288,2.69
"3425",2021-08-01,"USS 0009074",288,2.69
"3426",2021-08-01,"USS 0009075",288,2.25
"3427",2021-08-01,"USS 0009076",288,2.94
"3428",2021-08-01,"USS 0015695",288,1.23
"3429",2021-08-01,"USS 0017113",96,0.01
"3430",2021-08-01,"USS 0017137",384,0
"3431",2021-08-01,"USS 0017138",288,0.84
"3432",2021-08-01,"USS 0020686",96,0.32
"3433",2021-08-01,"USS 0020707",384,16.04
"3434",2021-08-01,"UST 0000711",624,9.61
"3435",2021-08-01,"UST 0000712",624,9.97
"3436",2021-08-01,"UST 0000713",624,9.38
"3437",2021-08-01,"UST 0002019",624,9.65
"3438",2021-08-01,"UST 0002020",624,9.16
"3439",2021-08-01,"UST 0002021",NA,144.5
"3440",2021-08-02,"USS 0004903",188,4.64
"3441",2021-08-02,"USS 0004927",190,2.8
"3442",2021-08-02,"USS 0004949",192,3.49
"3443",2021-08-02,"USS 0004966",188,2.35
"3444",2021-08-02,"USS 0005019",282,2.49
"3445",2021-08-02,"USS 0008953",285,4.96
"3446",2021-08-02,"USS 0008983",282,5.18
"3447",2021-08-02,"USS 0009044",285,3.48
"3448",2021-08-02,"USS 0009063",285,2.74
"3449",2021-08-02,"USS 0009067",288,3.35
"3450",2021-08-02,"USS 0009070",285,1.31
"3451",2021-08-02,"USS 0009072",285,2.1
"3452",2021-08-02,"USS 0009073",282,2.58
"3453",2021-08-02,"USS 0009074",285,2.63
"3454",2021-08-02,"USS 0009075",288,2.26
"3455",2021-08-02,"USS 0009076",285,2.84
"3456",2021-08-02,"USS 0015695",282,1.03
"3457",2021-08-02,"USS 0017113",95,1.53
"3458",2021-08-02,"USS 0017137",380,0
"3459",2021-08-02,"USS 0017138",288,1.99
"3460",2021-08-02,"USS 0020686",95,0.55
"3461",2021-08-02,"USS 0020707",384,16.37
"3462",2021-08-02,"UST 0000711",617.5,9.45
"3463",2021-08-02,"UST 0000712",611,9.67
"3464",2021-08-02,"UST 0000713",617.5,9.13
"3465",2021-08-02,"UST 0002019",617.5,10.08
"3466",2021-08-02,"UST 0002020",617.5,8.83
"3467",2021-08-02,"UST 0002021",NA,138.77
"3468",2021-08-03,"USS 0004903",192,5.87
"3469",2021-08-03,"USS 0004927",192,3.29
"3470",2021-08-03,"USS 0004949",192,2.58
"3471",2021-08-03,"USS 0004966",192,1.93
"3472",2021-08-03,"USS 0005019",288,3.01
"3473",2021-08-03,"USS 0008953",288,4.97
"3474",2021-08-03,"USS 0008983",288,5.66
"3475",2021-08-03,"USS 0009044",288,5.72
"3476",2021-08-03,"USS 0009063",288,2.97
"3477",2021-08-03,"USS 0009067",288,3.06
"3478",2021-08-03,"USS 0009070",288,1.3
"3479",2021-08-03,"USS 0009072",288,2.16
"3480",2021-08-03,"USS 0009073",288,2.69
"3481",2021-08-03,"USS 0009074",288,2.71
"3482",2021-08-03,"USS 0009075",288,2.27
"3483",2021-08-03,"USS 0009076",288,2.82
"3484",2021-08-03,"USS 0015695",288,1.26
"3485",2021-08-03,"USS 0017113",96,1.36
"3486",2021-08-03,"USS 0017137",384,0
"3487",2021-08-03,"USS 0017138",288,1.86
"3488",2021-08-03,"USS 0020686",96,0.53
"3489",2021-08-03,"USS 0020707",384,16.01
"3490",2021-08-03,"UST 0000711",624,10.24
"3491",2021-08-03,"UST 0000712",624,10.06
"3492",2021-08-03,"UST 0000713",624,9.22
"3493",2021-08-03,"UST 0002019",624,8.97
"3494",2021-08-03,"UST 0002020",624,8.82
"3495",2021-08-03,"UST 0002021",NA,161.3
"3496",2021-08-04,"USS 0004903",192,5.07
"3497",2021-08-04,"USS 0004927",192,3.53
"3498",2021-08-04,"USS 0004949",192,3.27
"3499",2021-08-04,"USS 0004966",192,2.04
"3500",2021-08-04,"USS 0005019",288,4.11
"3501",2021-08-04,"USS 0008953",288,4.73
"3502",2021-08-04,"USS 0008983",288,5.93
"3503",2021-08-04,"USS 0009044",288,3.76
"3504",2021-08-04,"USS 0009063",288,3.31
"3505",2021-08-04,"USS 0009067",288,3.34
"3506",2021-08-04,"USS 0009070",288,1.51
"3507",2021-08-04,"USS 0009072",288,2.16
"3508",2021-08-04,"USS 0009073",288,2.66
"3509",2021-08-04,"USS 0009074",288,2.69
"3510",2021-08-04,"USS 0009075",288,2.26
"3511",2021-08-04,"USS 0009076",288,2.79
"3512",2021-08-04,"USS 0015695",288,1.39
"3513",2021-08-04,"USS 0017113",96,1.52
"3514",2021-08-04,"USS 0017137",384,0
"3515",2021-08-04,"USS 0017138",288,2.66
"3516",2021-08-04,"USS 0020686",96,0.6
"3517",2021-08-04,"USS 0020707",384,16.35
"3518",2021-08-04,"UST 0000711",624,10.18
"3519",2021-08-04,"UST 0000712",624,9.92
"3520",2021-08-04,"UST 0000713",624,9.2
"3521",2021-08-04,"UST 0002019",624,8.84
"3522",2021-08-04,"UST 0002020",624,8.71
"3523",2021-08-04,"UST 0002021",NA,131.87
"3524",2021-08-05,"USS 0004903",192,4.99
"3525",2021-08-05,"USS 0004927",192,2.87
"3526",2021-08-05,"USS 0004949",192,2.88
"3527",2021-08-05,"USS 0004966",192,2.19
"3528",2021-08-05,"USS 0005019",288,3.38
"3529",2021-08-05,"USS 0008953",288,4.08
"3530",2021-08-05,"USS 0008983",288,5.59
"3531",2021-08-05,"USS 0009044",288,4.6
"3532",2021-08-05,"USS 0009063",288,5.77
"3533",2021-08-05,"USS 0009067",288,2.96
"3534",2021-08-05,"USS 0009070",288,1.55
"3535",2021-08-05,"USS 0009072",288,2.13
"3536",2021-08-05,"USS 0009073",288,2.63
"3537",2021-08-05,"USS 0009074",288,2.66
"3538",2021-08-05,"USS 0009075",288,2.24
"3539",2021-08-05,"USS 0009076",288,2.72
"3540",2021-08-05,"USS 0015695",288,1.8
"3541",2021-08-05,"USS 0017113",96,1.34
"3542",2021-08-05,"USS 0017137",384,0
"3543",2021-08-05,"USS 0017138",288,2
"3544",2021-08-05,"USS 0020686",96,0.66
"3545",2021-08-05,"USS 0020707",384,16.98
"3546",2021-08-05,"UST 0000711",624,10.08
"3547",2021-08-05,"UST 0000712",624,9.95
"3548",2021-08-05,"UST 0000713",624,9
"3549",2021-08-05,"UST 0002019",624,8.85
"3550",2021-08-05,"UST 0002020",624,8.73
"3551",2021-08-05,"UST 0002021",NA,146.48
"3552",2021-08-06,"USS 0004903",192,4.28
"3553",2021-08-06,"USS 0004927",192,2.64
"3554",2021-08-06,"USS 0004949",192,3.93
"3555",2021-08-06,"USS 0004966",192,2.46
"3556",2021-08-06,"USS 0005019",288,1.57
"3557",2021-08-06,"USS 0008953",288,5.39
"3558",2021-08-06,"USS 0008983",288,5.74
"3559",2021-08-06,"USS 0009044",288,4.03
"3560",2021-08-06,"USS 0009063",288,2.99
"3561",2021-08-06,"USS 0009067",288,3.27
"3562",2021-08-06,"USS 0009070",288,1.78
"3563",2021-08-06,"USS 0009072",288,2.13
"3564",2021-08-06,"USS 0009073",288,2.71
"3565",2021-08-06,"USS 0009074",288,2.72
"3566",2021-08-06,"USS 0009075",288,2.28
"3567",2021-08-06,"USS 0009076",288,2.73
"3568",2021-08-06,"USS 0015695",288,1.53
"3569",2021-08-06,"USS 0017113",96,1.69
"3570",2021-08-06,"USS 0017137",384,0
"3571",2021-08-06,"USS 0017138",288,2.82
"3572",2021-08-06,"USS 0020686",96,0.65
"3573",2021-08-06,"USS 0020707",384,17.94
"3574",2021-08-06,"UST 0000711",624,10.38
"3575",2021-08-06,"UST 0000712",624,9.82
"3576",2021-08-06,"UST 0000713",624,8.98
"3577",2021-08-06,"UST 0002019",624,8.72
"3578",2021-08-06,"UST 0002020",624,8.54
"3579",2021-08-06,"UST 0002021",NA,148.22
"3580",2021-08-07,"USS 0004903",192,4.63
"3581",2021-08-07,"USS 0004927",192,4.19
"3582",2021-08-07,"USS 0004949",192,3.48
"3583",2021-08-07,"USS 0004966",192,2.76
"3584",2021-08-07,"USS 0005019",288,7.17
"3585",2021-08-07,"USS 0008953",288,6.08
"3586",2021-08-07,"USS 0008983",288,4.86
"3587",2021-08-07,"USS 0009044",288,3.69
"3588",2021-08-07,"USS 0009063",288,2.94
"3589",2021-08-07,"USS 0009067",288,2.53
"3590",2021-08-07,"USS 0009070",288,1.63
"3591",2021-08-07,"USS 0009072",288,2.12
"3592",2021-08-07,"USS 0009073",288,2.62
"3593",2021-08-07,"USS 0009074",288,2.66
"3594",2021-08-07,"USS 0009075",288,2.24
"3595",2021-08-07,"USS 0009076",288,2.69
"3596",2021-08-07,"USS 0015695",288,1.51
"3597",2021-08-07,"USS 0017113",96,1.34
"3598",2021-08-07,"USS 0017137",384,0
"3599",2021-08-07,"USS 0017138",288,1.1
"3600",2021-08-07,"USS 0020686",96,0.66
"3601",2021-08-07,"USS 0020707",384,16.03
"3602",2021-08-07,"UST 0000711",624,10.47
"3603",2021-08-07,"UST 0000712",624,9.8
"3604",2021-08-07,"UST 0000713",624,9.01
"3605",2021-08-07,"UST 0002019",624,8.67
"3606",2021-08-07,"UST 0002020",624,8.6
"3607",2021-08-07,"UST 0002021",NA,150.37
"3608",2021-08-08,"USS 0004903",192,5.17
"3609",2021-08-08,"USS 0004927",192,4.46
"3610",2021-08-08,"USS 0004949",192,5.68
"3611",2021-08-08,"USS 0004966",192,2.52
"3612",2021-08-08,"USS 0005019",288,4.48
"3613",2021-08-08,"USS 0008953",288,4.83
"3614",2021-08-08,"USS 0008983",288,2.48
"3615",2021-08-08,"USS 0009044",288,5.03
"3616",2021-08-08,"USS 0009063",288,3.05
"3617",2021-08-08,"USS 0009067",288,1.34
"3618",2021-08-08,"USS 0009070",288,1.25
"3619",2021-08-08,"USS 0009072",288,2.13
"3620",2021-08-08,"USS 0009073",288,2.61
"3621",2021-08-08,"USS 0009074",288,2.66
"3622",2021-08-08,"USS 0009075",288,2.25
"3623",2021-08-08,"USS 0009076",288,2.69
"3624",2021-08-08,"USS 0015695",288,1.45
"3625",2021-08-08,"USS 0017113",96,0.03
"3626",2021-08-08,"USS 0017137",384,0
"3627",2021-08-08,"USS 0017138",288,1.77
"3628",2021-08-08,"USS 0020686",96,0.47
"3629",2021-08-08,"USS 0020707",384,16.52
"3630",2021-08-08,"UST 0000711",624,13.77
"3631",2021-08-08,"UST 0000712",624,9.98
"3632",2021-08-08,"UST 0000713",624,8.97
"3633",2021-08-08,"UST 0002019",624,8.65
"3634",2021-08-08,"UST 0002020",624,8.72
"3635",2021-08-08,"UST 0002021",NA,152.49
"3636",2021-08-09,"USS 0004903",192,5.17
"3637",2021-08-09,"USS 0004927",192,5.02
"3638",2021-08-09,"USS 0004949",192,6.3
"3639",2021-08-09,"USS 0004966",192,3.09
"3640",2021-08-09,"USS 0005019",288,4.19
"3641",2021-08-09,"USS 0008953",288,3.77
"3642",2021-08-09,"USS 0008983",288,5.52
"3643",2021-08-09,"USS 0009044",288,4.06
"3644",2021-08-09,"USS 0009063",288,2.92
"3645",2021-08-09,"USS 0009067",288,2.08
"3646",2021-08-09,"USS 0009070",288,1.47
"3647",2021-08-09,"USS 0009072",288,2.06
"3648",2021-08-09,"USS 0009073",288,2.3
"3649",2021-08-09,"USS 0009074",288,2.63
"3650",2021-08-09,"USS 0009075",288,2.22
"3651",2021-08-09,"USS 0009076",288,2.7
"3652",2021-08-09,"USS 0015695",288,1.52
"3653",2021-08-09,"USS 0017113",96,1.29
"3654",2021-08-09,"USS 0017137",384,0
"3655",2021-08-09,"USS 0017138",288,2.44
"3656",2021-08-09,"USS 0020686",96,0.76
"3657",2021-08-09,"USS 0020707",384,16.26
"3658",2021-08-09,"UST 0000711",624,14.46
"3659",2021-08-09,"UST 0000712",624,9.82
"3660",2021-08-09,"UST 0000713",624,9.04
"3661",2021-08-09,"UST 0002019",624,8.85
"3662",2021-08-09,"UST 0002020",624,8.55
"3663",2021-08-09,"UST 0002021",NA,127.43
"3664",2021-08-10,"USS 0004903",192,5.36
"3665",2021-08-10,"USS 0004927",192,4.43
"3666",2021-08-10,"USS 0004949",192,5.41
"3667",2021-08-10,"USS 0004966",192,2.79
"3668",2021-08-10,"USS 0005019",288,6.41
"3669",2021-08-10,"USS 0008953",288,4.93
"3670",2021-08-10,"USS 0008983",288,5.38
"3671",2021-08-10,"USS 0009044",288,4.75
"3672",2021-08-10,"USS 0009063",288,2.57
"3673",2021-08-10,"USS 0009067",288,2.84
"3674",2021-08-10,"USS 0009070",288,1.2
"3675",2021-08-10,"USS 0009072",288,2.04
"3676",2021-08-10,"USS 0009073",288,2
"3677",2021-08-10,"USS 0009074",288,2.64
"3678",2021-08-10,"USS 0009075",288,2.22
"3679",2021-08-10,"USS 0009076",288,2.79
"3680",2021-08-10,"USS 0015695",288,1.25
"3681",2021-08-10,"USS 0017113",96,1.49
"3682",2021-08-10,"USS 0017137",384,0
"3683",2021-08-10,"USS 0017138",288,3.94
"3684",2021-08-10,"USS 0020686",96,0.7
"3685",2021-08-10,"USS 0020707",384,15.68
"3686",2021-08-10,"UST 0000711",624,14.15
"3687",2021-08-10,"UST 0000712",624,9.84
"3688",2021-08-10,"UST 0000713",624,9.03
"3689",2021-08-10,"UST 0002019",624,8.78
"3690",2021-08-10,"UST 0002020",624,8.63
"3691",2021-08-10,"UST 0002021",NA,150.45
"3692",2021-08-11,"USS 0004903",192,5.29
"3693",2021-08-11,"USS 0004927",192,4.73
"3694",2021-08-11,"USS 0004949",192,5.98
"3695",2021-08-11,"USS 0004966",192,3.14
"3696",2021-08-11,"USS 0005019",288,1.96
"3697",2021-08-11,"USS 0008953",288,4.88
"3698",2021-08-11,"USS 0008983",288,5.16
"3699",2021-08-11,"USS 0009044",288,3.38
"3700",2021-08-11,"USS 0009063",288,2.36
"3701",2021-08-11,"USS 0009067",288,2.64
"3702",2021-08-11,"USS 0009070",288,1.31
"3703",2021-08-11,"USS 0009072",288,2.13
"3704",2021-08-11,"USS 0009073",288,2.6
"3705",2021-08-11,"USS 0009074",288,2.67
"3706",2021-08-11,"USS 0009075",288,2.24
"3707",2021-08-11,"USS 0009076",288,2.74
"3708",2021-08-11,"USS 0015695",288,1.22
"3709",2021-08-11,"USS 0017113",96,1.56
"3710",2021-08-11,"USS 0017137",384,0
"3711",2021-08-11,"USS 0017138",288,2.91
"3712",2021-08-11,"USS 0020686",96,0.58
"3713",2021-08-11,"USS 0020707",384,16.18
"3714",2021-08-11,"UST 0000711",624,15.27
"3715",2021-08-11,"UST 0000712",624,9.59
"3716",2021-08-11,"UST 0000713",624,9.07
"3717",2021-08-11,"UST 0002019",624,8.71
"3718",2021-08-11,"UST 0002020",624,8.61
"3719",2021-08-11,"UST 0002021",NA,127.27
"3720",2021-08-12,"USS 0004903",192,5.26
"3721",2021-08-12,"USS 0004927",192,3.33
"3722",2021-08-12,"USS 0004949",192,5.69
"3723",2021-08-12,"USS 0004966",192,3.17
"3724",2021-08-12,"USS 0005019",288,3.52
"3725",2021-08-12,"USS 0008953",288,4.41
"3726",2021-08-12,"USS 0008983",288,6.08
"3727",2021-08-12,"USS 0009044",288,4.77
"3728",2021-08-12,"USS 0009063",288,3.09
"3729",2021-08-12,"USS 0009067",288,2.72
"3730",2021-08-12,"USS 0009070",288,1.36
"3731",2021-08-12,"USS 0009072",288,2.16
"3732",2021-08-12,"USS 0009073",288,2.64
"3733",2021-08-12,"USS 0009074",288,2.68
"3734",2021-08-12,"USS 0009075",288,2.26
"3735",2021-08-12,"USS 0009076",288,2.73
"3736",2021-08-12,"USS 0015695",288,0.99
"3737",2021-08-12,"USS 0017113",96,1.73
"3738",2021-08-12,"USS 0017137",384,0
"3739",2021-08-12,"USS 0017138",288,3.65
"3740",2021-08-12,"USS 0020686",96,0.72
"3741",2021-08-12,"USS 0020707",384,16.82
"3742",2021-08-12,"UST 0000711",624,10.63
"3743",2021-08-12,"UST 0000712",624,9.68
"3744",2021-08-12,"UST 0000713",624,9.08
"3745",2021-08-12,"UST 0002019",624,8.77
"3746",2021-08-12,"UST 0002020",624,8.76
"3747",2021-08-12,"UST 0002021",NA,154.13
"3748",2021-08-13,"USS 0004903",192,4.96
"3749",2021-08-13,"USS 0004927",192,4.64
"3750",2021-08-13,"USS 0004949",192,5.94
"3751",2021-08-13,"USS 0004966",192,2.79
"3752",2021-08-13,"USS 0005019",288,1.62
"3753",2021-08-13,"USS 0008953",288,3.01
"3754",2021-08-13,"USS 0008983",288,5.66
"3755",2021-08-13,"USS 0009044",288,4.49
"3756",2021-08-13,"USS 0009063",288,3.78
"3757",2021-08-13,"USS 0009067",288,2.73
"3758",2021-08-13,"USS 0009070",288,1.25
"3759",2021-08-13,"USS 0009072",288,2.21
"3760",2021-08-13,"USS 0009073",288,2.66
"3761",2021-08-13,"USS 0009074",288,2.71
"3762",2021-08-13,"USS 0009075",288,2.29
"3763",2021-08-13,"USS 0009076",288,2.68
"3764",2021-08-13,"USS 0015695",288,1.2
"3765",2021-08-13,"USS 0017113",96,1.58
"3766",2021-08-13,"USS 0017137",384,0
"3767",2021-08-13,"USS 0017138",288,2.95
"3768",2021-08-13,"USS 0020686",96,0.65
"3769",2021-08-13,"USS 0020707",384,16.72
"3770",2021-08-13,"UST 0000711",624,10.59
"3771",2021-08-13,"UST 0000712",624,9.76
"3772",2021-08-13,"UST 0000713",624,9.05
"3773",2021-08-13,"UST 0002019",624,8.79
"3774",2021-08-13,"UST 0002020",624,8.79
"3775",2021-08-13,"UST 0002021",NA,141.63
"3776",2021-08-14,"USS 0004903",192,5.47
"3777",2021-08-14,"USS 0004927",192,4.65
"3778",2021-08-14,"USS 0004949",192,5.67
"3779",2021-08-14,"USS 0004966",192,3.01
"3780",2021-08-14,"USS 0005019",288,1.69
